year,round,game_id,team1,seed1,team2,seed2,winner,score1,score2
2010,round_of_64,2010_round_of_64_1,Lehigh,16,Kansas,1,Kansas,74,90
2010,round_of_64,2010_round_of_64_2,Northern Iowa,9,UNLV,8,Northern Iowa,69,66
2010,round_of_64,2010_round_of_64_3,Michigan State,5,New Mexico State,12,Michigan State,70,67
2010,round_of_64,2010_round_of_64_4,Maryland,4,Houston,13,Maryland,89,77
2010,round_of_64,2010_round_of_64_5,San Diego State,11,Tennessee,6,Tennessee,59,62
2010,round_of_64,2010_round_of_64_6,Georgetown,3,Ohio,14,Ohio,83,97
2010,round_of_64,2010_round_of_64_7,Oklahoma State,7,Georgia Tech,10,Georgia Tech,59,64
2010,round_of_64,2010_round_of_64_8,Ohio State,2,UC Santa Barbara,15,Ohio State,68,51
2010,round_of_32,2010_round_of_32_9,Northern Iowa,9,Kansas,1,Northern Iowa,69,67
2010,round_of_32,2010_round_of_32_10,Michigan State,5,Maryland,4,Michigan State,85,83
2010,round_of_32,2010_round_of_32_11,Tennessee,6,Ohio,14,Tennessee,83,68
2010,round_of_32,2010_round_of_32_12,Georgia Tech,10,Ohio State,2,Ohio State,66,75
2010,sweet_16,2010_sweet_16_13,Michigan State,5,Northern Iowa,9,Michigan State,59,52
2010,sweet_16,2010_sweet_16_14,Tennessee,6,Ohio State,2,Tennessee,76,73
2010,elite_8,2010_elite_8_15,Tennessee,6,Michigan State,5,Michigan State,69,70
2010,round_of_64,2010_round_of_64_16,Vermont,16,Syracuse,1,Syracuse,56,79
2010,round_of_64,2010_round_of_64_17,Gonzaga,8,Florida State,9,Gonzaga,67,60
2010,round_of_64,2010_round_of_64_18,UTEP,12,Butler,5,Butler,59,77
2010,round_of_64,2010_round_of_64_19,Vanderbilt,4,Murray State,13,Murray State,65,66
2010,round_of_64,2010_round_of_64_20,Xavier,6,Minnesota,11,Xavier,65,54
2010,round_of_64,2010_round_of_64_21,Oakland,14,Pittsburgh,3,Pittsburgh,66,89
2010,round_of_64,2010_round_of_64_22,Florida,10,BYU,7,BYU,92,99
2010,round_of_64,2010_round_of_64_23,Kansas State,2,North Texas,15,Kansas State,82,62
2010,round_of_32,2010_round_of_32_24,Syracuse,1,Gonzaga,8,Syracuse,87,65
2010,round_of_32,2010_round_of_32_25,Murray State,13,Butler,5,Butler,52,54
2010,round_of_32,2010_round_of_32_26,Xavier,6,Pittsburgh,3,Xavier,71,68
2010,round_of_32,2010_round_of_32_27,Kansas State,2,BYU,7,Kansas State,84,72
2010,sweet_16,2010_sweet_16_28,Butler,5,Syracuse,1,Butler,63,59
2010,sweet_16,2010_sweet_16_29,Xavier,6,Kansas State,2,Kansas State,96,101
2010,elite_8,2010_elite_8_30,Kansas State,2,Butler,5,Butler,56,63
2010,round_of_64,2010_round_of_64_31,East Tennessee State,16,Kentucky,1,Kentucky,71,100
2010,round_of_64,2010_round_of_64_32,Texas,8,Wake Forest,9,Wake Forest,80,81
2010,round_of_64,2010_round_of_64_33,Temple,5,Cornell,12,Cornell,65,78
2010,round_of_64,2010_round_of_64_34,Wofford,13,Wisconsin,4,Wisconsin,49,53
2010,round_of_64,2010_round_of_64_35,Washington,11,Marquette,6,Washington,80,78
2010,round_of_64,2010_round_of_64_36,Montana,14,New Mexico,3,New Mexico,57,62
2010,round_of_64,2010_round_of_64_37,Clemson,7,Missouri,10,Missouri,78,86
2010,round_of_64,2010_round_of_64_38,Morgan State,15,West Virginia,2,West Virginia,50,77
2010,round_of_32,2010_round_of_32_39,Wake Forest,9,Kentucky,1,Kentucky,60,90
2010,round_of_32,2010_round_of_32_40,Wisconsin,4,Cornell,12,Cornell,69,87
2010,round_of_32,2010_round_of_32_41,New Mexico,3,Washington,11,Washington,64,82
2010,round_of_32,2010_round_of_32_42,West Virginia,2,Missouri,10,West Virginia,68,59
2010,sweet_16,2010_sweet_16_43,Kentucky,1,Cornell,12,Kentucky,62,45
2010,sweet_16,2010_sweet_16_44,West Virginia,2,Washington,11,West Virginia,69,56
2010,elite_8,2010_elite_8_45,West Virginia,2,Kentucky,1,West Virginia,73,66
2010,round_of_64,2010_round_of_64_46,Duke,1,Arkansas-Pine Bluff,16,Duke,73,44
2010,round_of_64,2010_round_of_64_47,California,8,Louisville,9,California,77,62
2010,round_of_64,2010_round_of_64_48,Texas A&M,5,Utah State,12,Texas A&M,69,53
2010,round_of_64,2010_round_of_64_49,Siena,13,Purdue,4,Purdue,64,72
2010,round_of_64,2010_round_of_64_50,Old Dominion,11,Notre Dame,6,Old Dominion,51,50
2010,round_of_64,2010_round_of_64_51,Baylor,3,Sam Houston State,14,Baylor,68,59
2010,round_of_64,2010_round_of_64_52,Saint Mary's,10,Richmond,7,Saint Mary's,80,71
2010,round_of_64,2010_round_of_64_53,Villanova,2,Robert Morris,15,Villanova,73,70
2010,round_of_32,2010_round_of_32_54,California,8,Duke,1,Duke,53,68
2010,round_of_32,2010_round_of_32_55,Texas A&M,5,Purdue,4,Purdue,61,63
2010,round_of_32,2010_round_of_32_56,Old Dominion,11,Baylor,3,Baylor,68,76
2010,round_of_32,2010_round_of_32_57,Saint Mary's,10,Villanova,2,Saint Mary's,75,68
2010,sweet_16,2010_sweet_16_58,Purdue,4,Duke,1,Duke,57,70
2010,sweet_16,2010_sweet_16_59,Baylor,3,Saint Mary's,10,Baylor,72,49
2010,elite_8,2010_elite_8_60,Duke,1,Baylor,3,Duke,78,71
2010,final_four,2010_final_four_61,Michigan State,5,Butler,5,Butler,50,52
2010,final_four,2010_final_four_62,West Virginia,2,Duke,1,Duke,57,78
2010,championship,2010_championship_63,Butler,5,Duke,1,Duke,59,61
2011,round_of_64,2011_round_of_64_64,UTSA,16,Ohio State,1,Ohio State,46,75
2011,round_of_64,2011_round_of_64_65,Villanova,9,George Mason,8,George Mason,57,61
2011,round_of_64,2011_round_of_64_66,Clemson,12,West Virginia,5,West Virginia,76,84
2011,round_of_64,2011_round_of_64_67,Kentucky,4,Princeton,13,Kentucky,59,57
2011,round_of_64,2011_round_of_64_68,Marquette,11,Xavier,6,Marquette,66,55
2011,round_of_64,2011_round_of_64_69,Syracuse,3,Indiana State,14,Syracuse,77,60
2011,round_of_64,2011_round_of_64_70,Washington,7,Georgia,10,Washington,68,65
2011,round_of_64,2011_round_of_64_71,North Carolina,2,Long Island,15,North Carolina,102,87
2011,round_of_32,2011_round_of_32_72,George Mason,8,Ohio State,1,Ohio State,66,98
2011,round_of_32,2011_round_of_32_73,West Virginia,5,Kentucky,4,Kentucky,63,71
2011,round_of_32,2011_round_of_32_74,Marquette,11,Syracuse,3,Marquette,66,62
2011,round_of_32,2011_round_of_32_75,Washington,7,North Carolina,2,North Carolina,83,86
2011,sweet_16,2011_sweet_16_76,Kentucky,4,Ohio State,1,Kentucky,62,60
2011,sweet_16,2011_sweet_16_77,Marquette,11,North Carolina,2,North Carolina,63,81
2011,elite_8,2011_elite_8_78,Kentucky,4,North Carolina,2,Kentucky,76,69
2011,round_of_64,2011_round_of_64_79,Duke,1,Hampton,16,Duke,87,45
2011,round_of_64,2011_round_of_64_80,Michigan,8,Tennessee,9,Michigan,75,45
2011,round_of_64,2011_round_of_64_81,Memphis,12,Arizona,5,Arizona,75,77
2011,round_of_64,2011_round_of_64_82,Texas,4,Oakland,13,Texas,85,81
2011,round_of_64,2011_round_of_64_83,Missouri,11,Cincinnati,6,Cincinnati,63,78
2011,round_of_64,2011_round_of_64_84,Bucknell,14,Connecticut,3,Connecticut,52,81
2011,round_of_64,2011_round_of_64_85,Temple,7,Penn State,10,Temple,66,64
2011,round_of_64,2011_round_of_64_86,San Diego State,2,Northern Colorado,15,San Diego State,68,50
2011,round_of_32,2011_round_of_32_87,Michigan,8,Duke,1,Duke,71,73
2011,round_of_32,2011_round_of_32_88,Texas,4,Arizona,5,Arizona,69,70
2011,round_of_32,2011_round_of_32_89,Connecticut,3,Cincinnati,6,Connecticut,69,58
2011,round_of_32,2011_round_of_32_90,San Diego State,2,Temple,7,San Diego State,71,64
2011,sweet_16,2011_sweet_16_91,Arizona,5,Duke,1,Arizona,93,77
2011,sweet_16,2011_sweet_16_92,San Diego State,2,Connecticut,3,Connecticut,67,74
2011,elite_8,2011_elite_8_93,Arizona,5,Connecticut,3,Connecticut,63,65
2011,round_of_64,2011_round_of_64_94,Kansas,1,Boston University,16,Kansas,72,53
2011,round_of_64,2011_round_of_64_95,Illinois,9,UNLV,8,Illinois,73,62
2011,round_of_64,2011_round_of_64_96,Richmond,12,Vanderbilt,5,Richmond,69,66
2011,round_of_64,2011_round_of_64_97,Louisville,4,Morehead State,13,Morehead State,61,62
2011,round_of_64,2011_round_of_64_98,Georgetown,6,VCU,11,VCU,56,74
2011,round_of_64,2011_round_of_64_99,Saint Peter's,14,Purdue,3,Purdue,43,65
2011,round_of_64,2011_round_of_64_100,Texas A&M,7,Florida State,10,Florida State,50,57
2011,round_of_64,2011_round_of_64_101,Notre Dame,2,Akron,15,Notre Dame,69,56
2011,round_of_32,2011_round_of_32_102,Illinois,9,Kansas,1,Kansas,59,73
2011,round_of_32,2011_round_of_32_103,Morehead State,13,Richmond,12,Richmond,48,65
2011,round_of_32,2011_round_of_32_104,Purdue,3,VCU,11,VCU,76,94
2011,round_of_32,2011_round_of_32_105,Florida State,10,Notre Dame,2,Florida State,71,57
2011,sweet_16,2011_sweet_16_106,Richmond,12,Kansas,1,Kansas,57,77
2011,sweet_16,2011_sweet_16_107,VCU,11,Florida State,10,VCU,72,71
2011,elite_8,2011_elite_8_108,VCU,11,Kansas,1,VCU,71,61
2011,round_of_64,2011_round_of_64_109,Pittsburgh,1,UNC Asheville,16,Pittsburgh,74,51
2011,round_of_64,2011_round_of_64_110,Old Dominion,9,Butler,8,Butler,58,60
2011,round_of_64,2011_round_of_64_111,Utah State,12,Kansas State,5,Kansas State,68,73
2011,round_of_64,2011_round_of_64_112,Wisconsin,4,Belmont,13,Wisconsin,72,58
2011,round_of_64,2011_round_of_64_113,St. John's,6,Gonzaga,11,Gonzaga,71,86
2011,round_of_64,2011_round_of_64_114,BYU,3,Wofford,14,BYU,74,66
2011,round_of_64,2011_round_of_64_115,Michigan State,10,UCLA,7,UCLA,76,78
2011,round_of_64,2011_round_of_64_116,UC Santa Barbara,15,Florida,2,Florida,51,79
2011,round_of_32,2011_round_of_32_117,Butler,8,Pittsburgh,1,Butler,71,70
2011,round_of_32,2011_round_of_32_118,Kansas State,5,Wisconsin,4,Wisconsin,65,70
2011,round_of_32,2011_round_of_32_119,Gonzaga,11,BYU,3,BYU,67,89
2011,round_of_32,2011_round_of_32_120,Florida,2,UCLA,7,Florida,73,65
2011,sweet_16,2011_sweet_16_121,Wisconsin,4,Butler,8,Butler,54,61
2011,sweet_16,2011_sweet_16_122,BYU,3,Florida,2,Florida,74,83
2011,elite_8,2011_elite_8_123,Florida,2,Butler,8,Butler,71,74
2011,final_four,2011_final_four_124,Kentucky,4,Connecticut,3,Connecticut,55,56
2011,final_four,2011_final_four_125,Butler,8,VCU,11,Butler,70,62
2011,championship,2011_championship_126,Connecticut,3,Butler,8,Connecticut,53,41
2012,round_of_64,2012_round_of_64_127,Kentucky,1,Western Kentucky,16,Kentucky,81,66
2012,round_of_64,2012_round_of_64_128,Connecticut,9,Iowa State,8,Iowa State,64,77
2012,round_of_64,2012_round_of_64_129,Wichita State,5,VCU,12,VCU,59,62
2012,round_of_64,2012_round_of_64_130,New Mexico State,13,Indiana,4,Indiana,66,79
2012,round_of_64,2012_round_of_64_131,Colorado,11,UNLV,6,Colorado,68,64
2012,round_of_64,2012_round_of_64_132,Baylor,3,South Dakota State,14,Baylor,68,60
2012,round_of_64,2012_round_of_64_133,Notre Dame,7,Xavier,10,Xavier,63,67
2012,round_of_64,2012_round_of_64_134,Duke,2,Lehigh,15,Lehigh,70,75
2012,round_of_32,2012_round_of_32_135,Kentucky,1,Iowa State,8,Kentucky,87,71
2012,round_of_32,2012_round_of_32_136,Indiana,4,VCU,12,Indiana,63,61
2012,round_of_32,2012_round_of_32_137,Baylor,3,Colorado,11,Baylor,80,63
2012,round_of_32,2012_round_of_32_138,Lehigh,15,Xavier,10,Xavier,58,70
2012,sweet_16,2012_sweet_16_139,Indiana,4,Kentucky,1,Kentucky,90,102
2012,sweet_16,2012_sweet_16_140,Baylor,3,Xavier,10,Baylor,75,70
2012,elite_8,2012_elite_8_141,Kentucky,1,Baylor,3,Kentucky,82,70
2012,round_of_64,2012_round_of_64_142,Long Island,16,Michigan State,1,Michigan State,67,89
2012,round_of_64,2012_round_of_64_143,Saint Louis,9,Memphis,8,Saint Louis,61,54
2012,round_of_64,2012_round_of_64_144,Long Beach State,12,New Mexico,5,New Mexico,68,75
2012,round_of_64,2012_round_of_64_145,,4,Davidson,13,,69,62
2012,round_of_64,2012_round_of_64_146,Murray State,6,Colorado State,11,Murray State,58,41
2012,round_of_64,2012_round_of_64_147,BYU,14,Marquette,3,Marquette,68,88
2012,round_of_64,2012_round_of_64_148,Virginia,10,Florida,7,Florida,45,71
2012,round_of_64,2012_round_of_64_149,Norfolk State,15,Missouri,2,Norfolk State,86,84
2012,round_of_32,2012_round_of_32_150,Michigan State,1,Saint Louis,9,Michigan State,65,61
2012,round_of_32,2012_round_of_32_151,New Mexico,5,,4,,56,59
2012,round_of_32,2012_round_of_32_152,Murray State,6,Marquette,3,Marquette,53,62
2012,round_of_32,2012_round_of_32_153,Florida,7,Norfolk State,15,Florida,84,50
2012,sweet_16,2012_sweet_16_154,Michigan State,1,,4,,44,57
2012,sweet_16,2012_sweet_16_155,Florida,7,Marquette,3,Florida,68,58
2012,elite_8,2012_elite_8_156,,4,Florida,7,,72,68
2012,round_of_64,2012_round_of_64_157,Syracuse,1,UNC Asheville,16,Syracuse,72,65
2012,round_of_64,2012_round_of_64_158,Southern Miss,9,Kansas State,8,Kansas State,64,70
2012,round_of_64,2012_round_of_64_159,Vanderbilt,5,Harvard,12,Vanderbilt,79,70
2012,round_of_64,2012_round_of_64_160,Wisconsin,4,Montana,13,Wisconsin,73,49
2012,round_of_64,2012_round_of_64_161,Cincinnati,6,Texas,11,Cincinnati,65,59
2012,round_of_64,2012_round_of_64_162,St. Bonaventure,14,Florida State,3,Florida State,63,66
2012,round_of_64,2012_round_of_64_163,Gonzaga,7,West Virginia,10,Gonzaga,77,54
2012,round_of_64,2012_round_of_64_164,Loyola (MD),15,Ohio State,2,Ohio State,59,78
2012,round_of_32,2012_round_of_32_165,Kansas State,8,Syracuse,1,Syracuse,59,75
2012,round_of_32,2012_round_of_32_166,Wisconsin,4,Vanderbilt,5,Wisconsin,60,57
2012,round_of_32,2012_round_of_32_167,Cincinnati,6,Florida State,3,Cincinnati,62,56
2012,round_of_32,2012_round_of_32_168,Gonzaga,7,Ohio State,2,Ohio State,66,73
2012,sweet_16,2012_sweet_16_169,Syracuse,1,Wisconsin,4,Syracuse,64,63
2012,sweet_16,2012_sweet_16_170,Ohio State,2,Cincinnati,6,Ohio State,81,66
2012,elite_8,2012_elite_8_171,Syracuse,1,Ohio State,2,Ohio State,70,77
2012,round_of_64,2012_round_of_64_172,Vermont,16,North Carolina,1,North Carolina,58,77
2012,round_of_64,2012_round_of_64_173,Creighton,8,Alabama,9,Creighton,58,57
2012,round_of_64,2012_round_of_64_174,Temple,5,South Florida,12,South Florida,44,58
2012,round_of_64,2012_round_of_64_175,Michigan,4,Ohio,13,Ohio,60,65
2012,round_of_64,2012_round_of_64_176,NC State,11,San Diego State,6,NC State,79,65
2012,round_of_64,2012_round_of_64_177,Georgetown,3,Belmont,14,Georgetown,74,59
2012,round_of_64,2012_round_of_64_178,Purdue,10,Saint Mary's,7,Purdue,72,69
2012,round_of_64,2012_round_of_64_179,Kansas,2,Detroit,15,Kansas,65,50
2012,round_of_32,2012_round_of_32_180,North Carolina,1,Creighton,8,North Carolina,87,73
2012,round_of_32,2012_round_of_32_181,South Florida,12,Ohio,13,Ohio,56,62
2012,round_of_32,2012_round_of_32_182,Georgetown,3,NC State,11,NC State,63,66
2012,round_of_32,2012_round_of_32_183,Purdue,10,Kansas,2,Kansas,60,63
2012,sweet_16,2012_sweet_16_184,North Carolina,1,Ohio,13,North Carolina,73,65
2012,sweet_16,2012_sweet_16_185,Kansas,2,NC State,11,Kansas,60,57
2012,elite_8,2012_elite_8_186,Kansas,2,North Carolina,1,Kansas,80,67
2012,final_four,2012_final_four_187,,4,Kentucky,1,Kentucky,61,69
2012,final_four,2012_final_four_188,Kansas,2,Ohio State,2,Kansas,64,62
2012,championship,2012_championship_189,Kentucky,1,Kansas,2,Kentucky,67,59
2013,round_of_64,2013_round_of_64_190,Louisville,1,North Carolina A&T,16,Louisville,79,48
2013,round_of_64,2013_round_of_64_191,Colorado State,8,Missouri,9,Colorado State,84,72
2013,round_of_64,2013_round_of_64_192,Oregon,12,Oklahoma State,5,Oregon,68,55
2013,round_of_64,2013_round_of_64_193,Saint Louis,4,New Mexico State,13,Saint Louis,64,44
2013,round_of_64,2013_round_of_64_194,Saint Mary's,11,Memphis,6,Memphis,52,54
2013,round_of_64,2013_round_of_64_195,Michigan State,3,Valparaiso,14,Michigan State,65,54
2013,round_of_64,2013_round_of_64_196,Cincinnati,10,Creighton,7,Creighton,63,67
2013,round_of_64,2013_round_of_64_197,Albany,15,Duke,2,Duke,61,73
2013,round_of_32,2013_round_of_32_198,Louisville,1,Colorado State,8,Louisville,82,56
2013,round_of_32,2013_round_of_32_199,Saint Louis,4,Oregon,12,Oregon,57,74
2013,round_of_32,2013_round_of_32_200,Memphis,6,Michigan State,3,Michigan State,48,70
2013,round_of_32,2013_round_of_32_201,Creighton,7,Duke,2,Duke,50,66
2013,sweet_16,2013_sweet_16_202,Oregon,12,Louisville,1,Louisville,69,77
2013,sweet_16,2013_sweet_16_203,Michigan State,3,Duke,2,Duke,61,71
2013,elite_8,2013_elite_8_204,Louisville,1,Duke,2,Louisville,85,63
2013,round_of_64,2013_round_of_64_205,Gonzaga,1,Southern,16,Gonzaga,64,58
2013,round_of_64,2013_round_of_64_206,Wichita State,9,Pittsburgh,8,Wichita State,73,55
2013,round_of_64,2013_round_of_64_207,Ole Miss,12,Wisconsin,5,Ole Miss,57,46
2013,round_of_64,2013_round_of_64_208,La Salle,13,Kansas State,4,La Salle,63,61
2013,round_of_64,2013_round_of_64_209,Arizona,6,Belmont,11,Arizona,81,64
2013,round_of_64,2013_round_of_64_210,New Mexico,3,Harvard,14,Harvard,62,68
2013,round_of_64,2013_round_of_64_211,Iowa State,10,Notre Dame,7,Iowa State,76,58
2013,round_of_64,2013_round_of_64_212,Iona,15,Ohio State,2,Ohio State,70,95
2013,round_of_32,2013_round_of_32_213,Wichita State,9,Gonzaga,1,Wichita State,76,70
2013,round_of_32,2013_round_of_32_214,La Salle,13,Ole Miss,12,La Salle,76,74
2013,round_of_32,2013_round_of_32_215,Harvard,14,Arizona,6,Arizona,51,74
2013,round_of_32,2013_round_of_32_216,Iowa State,10,Ohio State,2,Ohio State,75,78
2013,sweet_16,2013_sweet_16_217,La Salle,13,Wichita State,9,Wichita State,58,72
2013,sweet_16,2013_sweet_16_218,Arizona,6,Ohio State,2,Ohio State,70,73
2013,elite_8,2013_elite_8_219,Wichita State,9,Ohio State,2,Wichita State,70,66
2013,round_of_64,2013_round_of_64_220,Kansas,1,Western Kentucky,16,Kansas,64,57
2013,round_of_64,2013_round_of_64_221,Villanova,9,North Carolina,8,North Carolina,71,78
2013,round_of_64,2013_round_of_64_222,Akron,12,VCU,5,VCU,42,88
2013,round_of_64,2013_round_of_64_223,South Dakota State,13,Michigan,4,Michigan,56,71
2013,round_of_64,2013_round_of_64_224,UCLA,6,Minnesota,11,Minnesota,63,83
2013,round_of_64,2013_round_of_64_225,Florida,3,Northwestern State,14,Florida,79,47
2013,round_of_64,2013_round_of_64_226,Oklahoma,10,San Diego State,7,San Diego State,55,70
2013,round_of_64,2013_round_of_64_227,Georgetown,2,Florida Gulf Coast,15,Florida Gulf Coast,68,78
2013,round_of_32,2013_round_of_32_228,North Carolina,8,Kansas,1,Kansas,58,70
2013,round_of_32,2013_round_of_32_229,Michigan,4,VCU,5,Michigan,78,53
2013,round_of_32,2013_round_of_32_230,Minnesota,11,Florida,3,Florida,64,78
2013,round_of_32,2013_round_of_32_231,Florida Gulf Coast,15,San Diego State,7,Florida Gulf Coast,81,71
2013,sweet_16,2013_sweet_16_232,Michigan,4,Kansas,1,Michigan,87,85
2013,sweet_16,2013_sweet_16_233,Florida Gulf Coast,15,Florida,3,Florida,50,62
2013,elite_8,2013_elite_8_234,Florida,3,Michigan,4,Michigan,59,79
2013,round_of_64,2013_round_of_64_235,Indiana,1,James Madison,16,Indiana,83,62
2013,round_of_64,2013_round_of_64_236,Temple,9,NC State,8,Temple,76,72
2013,round_of_64,2013_round_of_64_237,UNLV,5,California,12,California,61,64
2013,round_of_64,2013_round_of_64_238,Syracuse,4,Montana,13,Syracuse,81,34
2013,round_of_64,2013_round_of_64_239,Bucknell,11,Butler,6,Butler,56,68
2013,round_of_64,2013_round_of_64_240,Davidson,14,Marquette,3,Marquette,58,59
